studentid	mdate	mark	type	subjectid
401	2010.09.23	4	quiz	5
337	2010.09.23	3	quiz	5
386	2010.09.23	5	oral assessment	5
337	2010.09.23	5	oral assessment	5
376	2010.09.23	5	oral assessment	7
376	2010.09.23	5	oral assessment	7
413	2010.09.23	5	oral assessment	7
394	2010.09.23	5	oral assessment	7
322	2010.09.23	5	oral assessment	7
241	2010.09.23	4	oral assessment	11
300	2010.09.23	5	lesson work	5
333	2010.09.23	2	quiz	4
396	2010.09.23	2	quiz	4
422	2010.09.23	4	quiz	4
352	2010.09.23	2	quiz	4
384	2010.09.23	2	quiz	4
415	2010.09.23	1	quiz	4
357	2010.09.23	5	quiz	4
370	2010.09.23	1	quiz	4
345	2010.09.23	4	quiz	4
329	2010.09.23	5	quiz	4
388	2010.09.23	1	quiz	4
354	2010.09.23	3	quiz	4
353	2010.09.23	1	quiz	4
409	2010.09.23	3	quiz	4
347	2010.09.23	2	quiz	4
328	2010.09.23	1	quiz	4
339	2010.09.23	3	quiz	4
424	2010.09.23	1	quiz	4
360	2010.09.23	5	quiz	4
365	2010.09.23	3	quiz	4
334	2010.09.23	3	quiz	4
398	2010.09.23	1	quiz	4
366	2010.09.23	1	quiz	4
363	2010.09.23	3	quiz	4
344	2010.09.23	2	quiz	4
397	2010.09.23	3	quiz	4
367	2010.09.23	4	quiz	4
324	2010.09.23	3	quiz	4
390	2010.09.23	3	quiz	4
364	2010.09.23	4	quiz	4
362	2010.09.23	4	quiz	4
368	2010.09.23	3	quiz	4
356	2010.09.23	1	quiz	4
400	2010.09.23	3	quiz	4
278	2010.09.24	3	oral assessment	12
277	2010.09.24	4	oral assessment	12
219	2010.09.24	1	oral assessment	12
224	2010.09.24	1	oral assessment	12
226	2010.09.24	1	oral assessment	12
227	2010.09.24	2	oral assessment	12
217	2010.09.24	5	oral assessment	12
275	2010.09.24	4	oral assessment	12
282	2010.09.24	3	oral assessment	12
396	2010.09.24	4	oral assessment	12
417	2010.09.24	4	oral assessment	12
327	2010.09.24	5	oral assessment	12
415	2010.09.24	4	oral assessment	12
374	2010.09.24	4	oral assessment	12
408	2010.09.24	5	oral assessment	12
373	2010.09.24	5	oral assessment	12
359	2010.09.24	5	oral assessment	12
424	2010.09.24	5	oral assessment	12
360	2010.09.24	5	oral assessment	12
405	2010.09.24	5	oral assessment	12
324	2010.09.24	5	oral assessment	12
326	2010.09.24	5	oral assessment	12
330	2010.09.24	5	oral assessment	12
417	2010.09.24	5	oral assessment	12
141	2010.09.24	4	oral assessment	12
127	2010.09.24	4	oral assessment	12
186	2010.09.24	3	oral assessment	12
130	2010.09.24	1	oral assessment	12
133	2010.09.24	5	oral assessment	12
171	2010.09.24	4	oral assessment	12
189	2010.09.24	1	oral assessment	12
191	2010.09.24	3	oral assessment	12
109	2010.09.24	4	oral assessment	12
127	2010.09.24	5	oral assessment	12
249	2010.09.24	1	oral assessment	12
218	2010.09.24	3	oral assessment	12
223	2010.09.24	1	oral assessment	12
225	2010.09.24	5	oral assessment	12
255	2010.09.24	3	oral assessment	12
305	2010.09.24	5	oral assessment	12
248	2010.09.24	2	oral assessment	12
236	2010.09.24	1	oral assessment	12
245	2010.09.24	3	oral assessment	12
314	2010.09.24	3	oral assessment	12
258	2010.09.24	4	oral assessment	12
315	2010.09.24	1	oral assessment	12
259	2010.09.24	1	oral assessment	12
213	2010.09.24	3	oral assessment	12
306	2010.09.24	3	oral assessment	12
242	2010.09.24	1	oral assessment	12
249	2010.09.24	2	oral assessment	12
218	2010.09.24	5	oral assessment	12
223	2010.09.24	3	oral assessment	12
225	2010.09.24	4	oral assessment	12
255	2010.09.24	5	oral assessment	12
305	2010.09.24	5	oral assessment	12
236	2010.09.24	2	oral assessment	12
245	2010.09.24	4	oral assessment	12
314	2010.09.24	3	oral assessment	12
258	2010.09.24	5	oral assessment	12
315	2010.09.24	1	oral assessment	12
259	2010.09.24	1	oral assessment	12
213	2010.09.24	5	oral assessment	12
242	2010.09.24	3	oral assessment	12
249	2010.09.24	3	oral assessment	12
218	2010.09.24	4	oral assessment	12
223	2010.09.24	3	oral assessment	12
225	2010.09.24	4	oral assessment	12
255	2010.09.24	4	oral assessment	12
305	2010.09.24	5	oral assessment	12
248	2010.09.24	3	oral assessment	12
236	2010.09.24	3	oral assessment	12
245	2010.09.24	4	oral assessment	12
258	2010.09.24	3	oral assessment	12
259	2010.09.24	1	oral assessment	12
213	2010.09.24	4	oral assessment	12
242	2010.09.24	2	oral assessment	12
258	2010.09.24	4	oral assessment	12
225	2010.09.24	5	oral assessment	12
248	2010.09.24	4	oral assessment	12
249	2010.09.24	4	oral assessment	12
120	2010.09.24	4	quiz	7
426	2010.09.24	4	quiz	7
426	2010.09.24	5	quiz	7
137	2010.09.24	5	quiz	7
46	2010.09.24	3	oral assessment	14
76	2010.09.24	4	oral assessment	14
50	2010.09.24	1	oral assessment	14
60	2010.09.24	1	oral assessment	14
158	2010.09.24	3	quiz	12
176	2010.09.24	4	quiz	12
117	2010.09.24	4	quiz	12
164	2010.09.24	4	quiz	12
159	2010.09.24	1	quiz	12
210	2010.09.24	2	quiz	12
185	2010.09.24	3	quiz	12
107	2010.09.24	5	quiz	12
134	2010.09.24	1	quiz	12
208	2010.09.24	4	quiz	12
190	2010.09.24	3	quiz	12
196	2010.09.24	3	quiz	12
149	2010.09.24	2	quiz	12
173	2010.09.24	3	quiz	12
160	2010.09.24	2	quiz	12
163	2010.09.24	5	quiz	12
174	2010.09.24	4	quiz	12
131	2010.09.24	3	quiz	12
117	2010.09.24	5	oral assessment	12
164	2010.09.24	4	oral assessment	12
185	2010.09.24	4	oral assessment	12
107	2010.09.24	5	oral assessment	12
173	2010.09.24	4	oral assessment	12
160	2010.09.24	4	oral assessment	12
163	2010.09.24	5	oral assessment	12
174	2010.09.24	4	oral assessment	12
172	2010.09.24	5	oral assessment	12
164	2010.09.24	5	lesson work	12
185	2010.09.24	5	lesson work	12
174	2010.09.24	5	lesson work	12
241	2010.09.24	5	oral assessment	10
34	2010.09.24	5	lesson work	11
20	2010.09.24	5	lesson work	11
349	2010.09.25	5	oral assessment	13
408	2010.09.25	5	oral assessment	13
387	2010.09.25	5	oral assessment	13
411	2010.09.25	5	oral assessment	13
348	2010.09.25	5	oral assessment	13
167	2010.09.25	5	oral assessment	13
168	2010.09.25	3	oral assessment	13
39	2010.09.25	5	quiz	13
39	2010.09.25	5	quiz	13
52	2010.09.25	5	quiz	13
52	2010.09.25	5	quiz	13
51	2010.09.25	4	quiz	13
51	2010.09.25	5	quiz	13
94	2010.09.25	4	quiz	13
94	2010.09.25	4	quiz	13
56	2010.09.25	5	quiz	13
49	2010.09.25	4	quiz	13
86	2010.09.25	1	quiz	13
95	2010.09.25	2	quiz	13
57	2010.09.25	5	quiz	13
57	2010.09.25	5	quiz	13
40	2010.09.25	1	quiz	13
333	2010.09.26	1	quiz	3
422	2010.09.26	3	quiz	3
352	2010.09.26	5	quiz	3
384	2010.09.26	4	quiz	3
415	2010.09.26	3	quiz	3
357	2010.09.26	4	quiz	3
370	2010.09.26	4	quiz	3
345	2010.09.26	5	quiz	3
329	2010.09.26	5	quiz	3
388	2010.09.26	1	quiz	3
354	2010.09.26	4	quiz	3
353	2010.09.26	3	quiz	3
409	2010.09.26	4	quiz	3
347	2010.09.26	3	quiz	3
328	2010.09.26	4	quiz	3
339	2010.09.26	2	quiz	3
424	2010.09.26	4	quiz	3
360	2010.09.26	5	quiz	3
365	2010.09.26	5	quiz	3
334	2010.09.26	4	quiz	3
398	2010.09.26	4	quiz	3
366	2010.09.26	3	quiz	3
363	2010.09.26	4	quiz	3
344	2010.09.26	2	quiz	3
397	2010.09.26	4	quiz	3
367	2010.09.26	4	quiz	3
324	2010.09.26	4	quiz	3
390	2010.09.26	3	quiz	3
364	2010.09.26	3	quiz	3
362	2010.09.26	4	quiz	3
368	2010.09.26	5	quiz	3
356	2010.09.26	3	quiz	3
400	2010.09.26	5	quiz	3
352	2010.09.26	4	quiz	17
384	2010.09.26	4	quiz	17
415	2010.09.26	3	quiz	17
381	2010.09.26	1	quiz	17
328	2010.09.26	3	quiz	17
382	2010.09.26	5	quiz	17
424	2010.09.26	5	quiz	17
340	2010.09.26	5	quiz	17
326	2010.09.26	4	quiz	17
356	2010.09.26	4	quiz	17
355	2010.09.26	4	quiz	17
400	2010.09.26	3	quiz	17
321	2010.09.26	4	quiz	17
424	2010.09.26	4	quiz	17
216	2010.09.26	5	topic test	17
218	2010.09.26	2	topic test	17
288	2010.09.26	4	topic test	17
231	2010.09.26	5	topic test	17
248	2010.09.26	4	topic test	17
230	2010.09.26	5	topic test	17
247	2010.09.26	5	topic test	17
300	2010.09.26	4	topic test	17
181	2010.09.26	5	topic test	17
7	2010.09.26	4	topic test	4
39	2010.09.26	5	topic test	4
11	2010.09.26	5	topic test	4
70	2010.09.26	5	topic test	4
42	2010.09.26	3	topic test	4
90	2010.09.26	4	topic test	4
32	2010.09.26	5	topic test	4
74	2010.09.26	3	topic test	4
13	2010.09.26	3	topic test	4
97	2010.09.26	3	topic test	4
5	2010.09.26	5	topic test	4
72	2010.09.26	5	topic test	4
1	2010.09.26	1	topic test	4
34	2010.09.26	4	topic test	4
29	2010.09.26	3	topic test	4
20	2010.09.26	4	topic test	4
22	2010.09.26	2	topic test	4
57	2010.09.26	5	topic test	4
3	2010.09.26	3	topic test	4
58	2010.09.26	3	topic test	4
30	2010.09.26	4	topic test	4
27	2010.09.26	5	topic test	4
99	2010.09.26	1	topic test	4
75	2010.09.26	3	topic test	4
91	2010.09.26	2	topic test	4
36	2010.09.26	4	topic test	4
249	2010.09.26	4	topic test	4
218	2010.09.26	3	topic test	4
221	2010.09.26	4	topic test	4
251	2010.09.26	5	topic test	4
223	2010.09.26	4	topic test	4
225	2010.09.26	5	topic test	4
298	2010.09.26	5	topic test	4
254	2010.09.26	5	topic test	4
255	2010.09.26	3	topic test	4
228	2010.09.26	5	topic test	4
293	2010.09.26	5	topic test	4
305	2010.09.26	4	topic test	4
248	2010.09.26	5	topic test	4
274	2010.09.26	4	topic test	4
245	2010.09.26	5	topic test	4
237	2010.09.26	3	topic test	4
257	2010.09.26	4	topic test	4
314	2010.09.26	3	topic test	4
258	2010.09.26	4	topic test	4
315	2010.09.26	5	topic test	4
311	2010.09.26	5	topic test	4
215	2010.09.26	4	topic test	4
259	2010.09.26	2	topic test	4
260	2010.09.26	4	topic test	4
301	2010.09.26	5	topic test	4
261	2010.09.26	5	topic test	4
242	2010.09.26	3	topic test	4
426	2010.09.26	4	quiz	4
119	2010.09.26	5	quiz	4
120	2010.09.26	5	quiz	4
202	2010.09.26	4	quiz	4
200	2010.09.26	4	quiz	4
206	2010.09.26	3	quiz	4
201	2010.09.26	5	quiz	4
221	2010.09.26	4	quiz	4
291	2010.09.26	4	quiz	4
225	2010.09.26	5	quiz	4
298	2010.09.26	5	quiz	4
255	2010.09.26	2	quiz	4
228	2010.09.26	5	quiz	4
248	2010.09.26	4	quiz	4
274	2010.09.26	4	quiz	4
245	2010.09.26	5	quiz	4
257	2010.09.26	5	quiz	4
311	2010.09.26	5	quiz	4
215	2010.09.26	5	quiz	4
260	2010.09.26	5	quiz	4
241	2010.09.26	4	quiz	4
242	2010.09.26	1	quiz	4
139	2010.09.27	5	oral assessment	12
108	2010.09.27	4	oral assessment	12
153	2010.09.27	4	oral assessment	12
138	2010.09.27	4	oral assessment	12
426	2010.09.27	5	oral assessment	12
147	2010.09.27	4	oral assessment	12
192	2010.09.27	5	oral assessment	12
168	2010.09.27	5	oral assessment	12
152	2010.09.27	5	oral assessment	12
136	2010.09.27	5	oral assessment	12
157	2010.09.27	3	oral assessment	12
123	2010.09.27	5	oral assessment	12
126	2010.09.27	1	oral assessment	12
200	2010.09.27	4	oral assessment	12
206	2010.09.27	4	oral assessment	12
201	2010.09.27	5	oral assessment	12
139	2010.09.27	5	oral assessment	12
153	2010.09.27	5	oral assessment	12
138	2010.09.27	4	oral assessment	12
426	2010.09.27	5	oral assessment	12
147	2010.09.27	1	oral assessment	12
192	2010.09.27	2	oral assessment	12
168	2010.09.27	5	oral assessment	12
152	2010.09.27	4	oral assessment	12
136	2010.09.27	5	oral assessment	12
157	2010.09.27	1	oral assessment	12
123	2010.09.27	5	oral assessment	12
126	2010.09.27	1	oral assessment	12
200	2010.09.27	4	oral assessment	12
206	2010.09.27	3	oral assessment	12
201	2010.09.27	5	oral assessment	12
221	2010.09.27	4	quiz	12
251	2010.09.27	5	quiz	12
291	2010.09.27	4	quiz	12
254	2010.09.27	4	quiz	12
311	2010.09.27	5	quiz	12
260	2010.09.27	4	quiz	12
301	2010.09.27	3	quiz	12
221	2010.09.27	4	quiz	12
251	2010.09.27	5	quiz	12
291	2010.09.27	4	quiz	12
254	2010.09.27	4	quiz	12
311	2010.09.27	5	quiz	12
260	2010.09.27	5	quiz	12
301	2010.09.27	4	quiz	12
221	2010.09.27	5	topic test	12
251	2010.09.27	5	topic test	12
291	2010.09.27	3	topic test	12
254	2010.09.27	3	topic test	12
311	2010.09.27	5	topic test	12
260	2010.09.27	3	topic test	12
215	2010.09.27	5	oral assessment	4
242	2010.09.27	4	oral assessment	4
41	2010.09.27	4	quiz	12
6	2010.09.27	4	quiz	12
77	2010.09.27	5	quiz	12
28	2010.09.27	5	quiz	12
68	2010.09.27	4	quiz	12
104	2010.09.27	4	quiz	12
140	2010.09.27	4	quiz	12
116	2010.09.27	5	quiz	12
146	2010.09.27	5	quiz	12
180	2010.09.27	4	quiz	12
205	2010.09.27	5	quiz	12
128	2010.09.27	4	quiz	12
137	2010.09.27	5	quiz	12
175	2010.09.27	5	quiz	12
155	2010.09.27	5	quiz	12
167	2010.09.27	4	quiz	12
148	2010.09.27	4	quiz	12
209	2010.09.27	4	quiz	12
156	2010.09.27	5	quiz	12
96	2010.09.27	4	quiz	12
151	2010.09.27	4	quiz	12
132	2010.09.27	5	quiz	12
106	2010.09.27	5	quiz	12
128	2010.09.27	5	quiz	12
148	2010.09.27	5	quiz	12
209	2010.09.27	5	quiz	12
178	2010.09.27	5	quiz	12
184	2010.09.27	5	quiz	12
179	2010.09.27	5	quiz	12
195	2010.09.27	5	quiz	12
143	2010.09.27	5	quiz	12
202	2010.09.27	3	quiz	12
333	2010.09.27	1	quiz	11
396	2010.09.27	3	quiz	11
422	2010.09.27	1	quiz	11
352	2010.09.27	5	quiz	11
384	2010.09.27	1	quiz	11
415	2010.09.27	2	quiz	11
357	2010.09.27	4	quiz	11
370	2010.09.27	1	quiz	11
345	2010.09.27	5	quiz	11
423	2010.09.27	1	quiz	11
329	2010.09.27	4	quiz	11
388	2010.09.27	1	quiz	11
354	2010.09.27	3	quiz	11
353	2010.09.27	1	quiz	11
409	2010.09.27	5	quiz	11
347	2010.09.27	2	quiz	11
328	2010.09.27	2	quiz	11
339	2010.09.27	2	quiz	11
424	2010.09.27	3	quiz	11
360	2010.09.27	5	quiz	11
365	2010.09.27	5	quiz	11
334	2010.09.27	4	quiz	11
398	2010.09.27	3	quiz	11
366	2010.09.27	3	quiz	11
363	2010.09.27	4	quiz	11
344	2010.09.27	4	quiz	11
397	2010.09.27	5	quiz	11
367	2010.09.27	3	quiz	11
324	2010.09.27	4	quiz	11
390	2010.09.27	1	quiz	11
364	2010.09.27	5	quiz	11
362	2010.09.27	3	quiz	11
368	2010.09.27	3	quiz	11
356	2010.09.27	5	quiz	11
400	2010.09.27	4	quiz	11
233	2010.09.27	5	topic test	12
304	2010.09.27	4	topic test	12
276	2010.09.27	5	topic test	12
317	2010.09.27	3	topic test	12
269	2010.09.27	5	topic test	12
316	2010.09.27	2	oral assessment	11
316	2010.09.27	1	quiz	11
289	2010.09.27	1	quiz	11
307	2010.09.27	4	quiz	11
278	2010.09.27	5	quiz	11
277	2010.09.27	5	quiz	11
290	2010.09.27	4	quiz	11
281	2010.09.27	3	quiz	11
222	2010.09.27	4	quiz	11
280	2010.09.27	1	quiz	11
308	2010.09.27	2	quiz	11
270	2010.09.27	4	quiz	11
264	2010.09.27	1	quiz	11
219	2010.09.27	1	quiz	11
313	2010.09.27	4	quiz	11
224	2010.09.27	1	quiz	11
292	2010.09.27	3	quiz	11
229	2010.09.27	3	quiz	11
226	2010.09.27	2	quiz	11
227	2010.09.27	4	quiz	11
217	2010.09.27	2	quiz	11
312	2010.09.27	1	quiz	11
285	2010.09.27	5	quiz	11
275	2010.09.27	5	quiz	11
318	2010.09.27	1	quiz	11
256	2010.09.27	1	quiz	11
271	2010.09.27	2	quiz	11
272	2010.09.27	5	quiz	11
267	2010.09.27	4	quiz	11
268	2010.09.27	3	quiz	11
282	2010.09.27	4	quiz	11
240	2010.09.27	1	quiz	11
266	2010.09.27	5	topic test	12
5	2010.09.27	5	quiz	12
91	2010.09.27	3	quiz	12
36	2010.09.27	5	quiz	12
297	2010.09.27	5	oral assessment	10
319	2010.09.27	5	oral assessment	7
269	2010.09.27	5	oral assessment	7
333	2010.09.27	4	quiz	5
422	2010.09.27	4	quiz	5
352	2010.09.27	5	quiz	5
384	2010.09.27	5	quiz	5
415	2010.09.27	4	quiz	5
357	2010.09.27	5	quiz	5
370	2010.09.27	4	quiz	5
345	2010.09.27	5	quiz	5
329	2010.09.27	5	quiz	5
388	2010.09.27	3	quiz	5
354	2010.09.27	5	quiz	5
353	2010.09.27	5	quiz	5
409	2010.09.27	5	quiz	5
347	2010.09.27	4	quiz	5
328	2010.09.27	3	quiz	5
339	2010.09.27	5	quiz	5
357	2010.09.27	5	lesson work	5
345	2010.09.27	5	lesson work	5
423	2010.09.27	5	lesson work	5
329	2010.09.27	5	lesson work	5
354	2010.09.27	5	lesson work	5
409	2010.09.27	5	lesson work	5
347	2010.09.27	5	lesson work	5
225	2010.09.27	5	lesson work	5
274	2010.09.27	5	lesson work	5
12	2010.09.27	5	oral assessment	13
105	2010.09.27	5	quiz	6
115	2010.09.27	2	quiz	6
198	2010.09.27	1	quiz	6
141	2010.09.27	3	quiz	6
187	2010.09.27	4	quiz	6
177	2010.09.27	1	quiz	6
118	2010.09.27	5	quiz	6
127	2010.09.27	4	quiz	6
204	2010.09.27	1	quiz	6
203	2010.09.27	3	quiz	6
194	2010.09.27	5	quiz	6
145	2010.09.27	5	quiz	6
186	2010.09.27	2	quiz	6
130	2010.09.27	3	quiz	6
183	2010.09.27	3	quiz	6
207	2010.09.27	3	quiz	6
98	2010.09.27	2	quiz	6
211	2010.09.27	5	quiz	6
133	2010.09.27	1	quiz	6
122	2010.09.27	5	quiz	6
171	2010.09.27	3	quiz	6
18	2010.09.27	1	quiz	6
188	2010.09.27	5	quiz	6
129	2010.09.27	3	quiz	6
197	2010.09.27	3	quiz	6
169	2010.09.27	3	quiz	6
182	2010.09.27	5	quiz	6
165	2010.09.27	4	quiz	6
103	2010.09.27	2	quiz	6
112	2010.09.27	2	quiz	6
170	2010.09.27	3	quiz	6
150	2010.09.27	5	quiz	6
125	2010.09.27	2	quiz	6
193	2010.09.27	4	quiz	6
110	2010.09.27	2	quiz	6
189	2010.09.27	3	quiz	6
191	2010.09.27	1	quiz	6
109	2010.09.27	1	quiz	6
109	2010.09.27	1	quiz	6
402	2010.09.27	5	oral assessment	13
329	2010.09.27	4	quiz	13
329	2010.09.27	5	oral assessment	13
398	2010.09.27	5	oral assessment	13
397	2010.09.27	5	oral assessment	13
7	2010.09.27	3	oral assessment	5
39	2010.09.27	5	oral assessment	5
44	2010.09.27	5	oral assessment	5
42	2010.09.27	5	oral assessment	5
74	2010.09.27	5	oral assessment	5
13	2010.09.27	3	oral assessment	5
97	2010.09.27	2	oral assessment	5
71	2010.09.27	1	oral assessment	5
34	2010.09.27	4	oral assessment	5
29	2010.09.27	4	oral assessment	5
20	2010.09.27	4	oral assessment	5
22	2010.09.27	5	oral assessment	5
57	2010.09.27	5	oral assessment	5
58	2010.09.27	4	oral assessment	5
75	2010.09.27	5	oral assessment	5
45	2010.09.27	5	oral assessment	5
64	2010.09.27	5	oral assessment	14
158	2010.09.27	5	oral assessment	5
116	2010.09.27	5	oral assessment	5
176	2010.09.27	4	oral assessment	5
117	2010.09.27	4	oral assessment	5
180	2010.09.27	3	oral assessment	5
164	2010.09.27	5	oral assessment	5
159	2010.09.27	1	oral assessment	5
210	2010.09.27	1	oral assessment	5
128	2010.09.27	5	oral assessment	5
107	2010.09.27	5	oral assessment	5
134	2010.09.27	2	oral assessment	5
155	2010.09.27	5	oral assessment	5
121	2010.09.27	5	oral assessment	5
113	2010.09.27	4	oral assessment	5
208	2010.09.27	4	oral assessment	5
190	2010.09.27	5	oral assessment	5
184	2010.09.27	5	oral assessment	5
209	2010.09.27	5	oral assessment	5
196	2010.09.27	2	oral assessment	5
166	2010.09.27	5	oral assessment	5
149	2010.09.27	1	oral assessment	5
173	2010.09.27	1	oral assessment	5
195	2010.09.27	4	oral assessment	5
160	2010.09.27	1	oral assessment	5
163	2010.09.27	3	oral assessment	5
124	2010.09.27	5	oral assessment	5
111	2010.09.27	4	oral assessment	5
174	2010.09.27	4	oral assessment	5
131	2010.09.27	5	oral assessment	5
132	2010.09.27	3	oral assessment	5
106	2010.09.27	5	oral assessment	5
172	2010.09.27	5	oral assessment	5
316	2010.09.27	1	oral assessment	5
289	2010.09.27	2	oral assessment	5
307	2010.09.27	5	oral assessment	5
278	2010.09.27	3	oral assessment	5
277	2010.09.27	5	oral assessment	5
290	2010.09.27	5	oral assessment	5
222	2010.09.27	5	oral assessment	5
308	2010.09.27	1	oral assessment	5
270	2010.09.27	5	oral assessment	5
264	2010.09.27	3	oral assessment	5
219	2010.09.27	2	oral assessment	5
313	2010.09.27	5	oral assessment	5
224	2010.09.27	2	oral assessment	5
303	2010.09.27	5	oral assessment	5
309	2010.09.27	1	oral assessment	5
216	2010.09.27	4	topic test	17
249	2010.09.27	1	topic test	17
218	2010.09.27	3	topic test	17
288	2010.09.27	3	topic test	17
264	2010.09.27	4	topic test	17
231	2010.09.27	5	topic test	17
248	2010.09.27	4	topic test	17
230	2010.09.27	4	topic test	17
247	2010.09.27	5	topic test	17
315	2010.09.27	1	topic test	17
300	2010.09.27	4	topic test	17
181	2010.09.27	5	topic test	17
106	2010.09.27	3	quiz	17
319	2010.09.27	3	quiz	17
289	2010.09.27	2	quiz	17
235	2010.09.27	4	quiz	17
291	2010.09.27	5	quiz	17
223	2010.09.27	1	quiz	17
265	2010.09.27	1	quiz	17
228	2010.09.27	5	quiz	17
236	2010.09.27	2	quiz	17
246	2010.09.27	5	quiz	17
244	2010.09.27	1	quiz	17
240	2010.09.27	1	quiz	17
241	2010.09.27	2	quiz	17
242	2010.09.27	1	quiz	17
294	2010.09.27	1	quiz	17
292	2010.09.27	4	quiz	5
229	2010.09.27	3	quiz	5
226	2010.09.27	1	quiz	5
227	2010.09.27	4	quiz	5
217	2010.09.27	2	quiz	5
285	2010.09.27	5	quiz	5
275	2010.09.27	5	quiz	5
318	2010.09.27	3	quiz	5
256	2010.09.27	5	quiz	5
271	2010.09.27	2	quiz	5
267	2010.09.27	3	quiz	5
268	2010.09.27	4	quiz	5
282	2010.09.27	4	quiz	5
245	2010.09.27	5	quiz	5
237	2010.09.27	5	quiz	5
257	2010.09.27	5	quiz	5
258	2010.09.27	5	quiz	5
311	2010.09.27	4	quiz	5
215	2010.09.27	2	quiz	5
259	2010.09.27	2	quiz	5
260	2010.09.27	5	quiz	5
301	2010.09.27	5	quiz	5
241	2010.09.27	4	quiz	5
220	2010.09.27	5	quiz	5
242	2010.09.27	4	quiz	5
364	2010.09.27	5	quiz	5
114	2010.09.27	3	quiz	5
104	2010.09.27	3	quiz	5
140	2010.09.27	3	quiz	5
178	2010.09.27	3	quiz	5
146	2010.09.27	4	quiz	5
139	2010.09.27	3	quiz	5
205	2010.09.27	4	quiz	5
135	2010.09.27	2	quiz	5
153	2010.09.27	3	quiz	5
138	2010.09.27	3	quiz	5
426	2010.09.27	4	quiz	5
119	2010.09.27	4	quiz	5
120	2010.09.27	2	quiz	5
147	2010.09.27	2	quiz	5
137	2010.09.27	5	quiz	5
175	2010.09.27	5	quiz	5
192	2010.09.27	4	quiz	5
154	2010.09.27	3	quiz	5
167	2010.09.27	4	quiz	5
179	2010.09.27	3	quiz	5
168	2010.09.27	1	quiz	5
144	2010.09.27	2	quiz	5
136	2010.09.27	3	quiz	5
156	2010.09.27	4	quiz	5
157	2010.09.27	1	quiz	5
123	2010.09.27	2	quiz	5
143	2010.09.27	2	quiz	5
202	2010.09.27	1	quiz	5
151	2010.09.27	3	quiz	5
142	2010.09.27	5	quiz	5
126	2010.09.27	1	quiz	5
200	2010.09.27	2	quiz	5
206	2010.09.27	2	quiz	5
201	2010.09.27	1	quiz	5
104	2010.09.27	4	quiz	5
140	2010.09.27	5	quiz	5
178	2010.09.27	5	quiz	5
146	2010.09.27	5	quiz	5
139	2010.09.27	5	quiz	5
205	2010.09.27	3	quiz	5
135	2010.09.27	2	quiz	5
108	2010.09.27	4	quiz	5
153	2010.09.27	4	quiz	5
138	2010.09.27	4	quiz	5
119	2010.09.27	4	quiz	5
120	2010.09.27	2	quiz	5
147	2010.09.27	3	quiz	5
137	2010.09.27	5	quiz	5
175	2010.09.27	5	quiz	5
192	2010.09.27	4	quiz	5
167	2010.09.27	4	quiz	5
148	2010.09.27	5	quiz	5
179	2010.09.27	3	quiz	5
168	2010.09.27	2	quiz	5
136	2010.09.27	5	quiz	5
156	2010.09.27	3	quiz	5
123	2010.09.27	2	quiz	5
143	2010.09.27	2	quiz	5
202	2010.09.27	4	quiz	5
96	2010.09.27	1	quiz	5
151	2010.09.27	5	quiz	5
200	2010.09.27	3	quiz	5
206	2010.09.27	1	quiz	5
201	2010.09.27	3	quiz	5
358	2010.09.27	5	quiz	14
423	2010.09.27	5	quiz	14
391	2010.09.27	5	quiz	14
346	2010.09.27	5	quiz	14
368	2010.09.27	5	quiz	14
360	2010.09.28	4	oral assessment	6
423	2010.09.28	5	lesson work	12
318	2010.09.28	5	topic test	7
299	2010.09.28	5	topic test	7
309	2010.09.28	5	topic test	7
222	2010.09.28	5	topic test	7
226	2010.09.28	5	topic test	7
224	2010.09.28	4	topic test	7
224	2010.09.28	5	topic test	7
316	2010.09.28	4	topic test	7
280	2010.09.28	5	topic test	7
240	2010.09.28	4	topic test	7
240	2010.09.28	5	topic test	7
219	2010.09.28	4	topic test	7
285	2010.09.28	5	topic test	7
270	2010.09.28	5	topic test	7
313	2010.09.28	5	topic test	7
282	2010.09.28	5	topic test	7
229	2010.09.28	5	topic test	7
278	2010.09.28	5	topic test	7
281	2010.09.28	5	topic test	7
277	2010.09.28	5	topic test	7
307	2010.09.28	5	topic test	7
268	2010.09.28	5	topic test	7
272	2010.09.28	5	topic test	7
227	2010.09.28	5	topic test	7
312	2010.09.28	5	topic test	7
308	2010.09.28	2	topic test	7
172	2010.09.28	5	home test	11
106	2010.09.28	5	home test	11
160	2010.09.28	5	home test	11
174	2010.09.28	5	home test	11
256	2010.09.28	2	topic test	7
134	2010.09.28	1	oral assessment	11
243	2010.09.28	5	topic test	14
239	2010.09.28	5	topic test	14
284	2010.09.28	4	topic test	14
250	2010.09.28	4	topic test	14
